uuid,username,email,role,customer_id
7e216ae3-8bf2-46da-9161-162cf79a7795,user90,user90@example.com,ROLE_CLIENT,CUST90
4e4a6434-445c-4b17-8582-da48eb45db8b,user91,user91@example.com,ROLE_CLIENT,CUST91
ac30ca48-b192-4c91-8e14-10c3cf8cac40,user92,user92@example.com,ROLE_CLIENT,CUST92
5ee8814b-5173-4620-af8c-1b834760389e,user93,user93@example.com,ROLE_CLIENT,CUST93
ce83db5d-3640-4833-86b3-e75ef37e3f5e,user94,user94@example.com,ROLE_CLIENT,CUST94
5ceb2e67-c201-4b1d-8ab1-1ed5d665ae82,user95,user95@example.com,ROLE_CLIENT,CUST95
e980fd4e-39fe-47dd-b6a1-02858fc21988,user96,user96@example.com,ROLE_CLIENT,CUST96
8448b37b-0de8-4567-a518-c15b0342c8ff,user97,user97@example.com,ROLE_CLIENT,CUST97
341a11cf-7512-4c04-b583-c68003fb87e5,user98,user98@example.com,ROLE_CLIENT,CUST98
dcf35ae7-7722-412f-9092-2b0c2b22130e,user99,user99@example.com,ROLE_CLIENT,CUST99
